Date,Overall Rating,Textual Review,matched_conditions,similarity_scores
5/27/2018,1.0,Adds more negatives than it does positives. I started changing my diet and exercising.1Report this post,[],[]
5/27/2018,1.0,Adds more negatives than it does positives. I started changing my diet and exercising.1Report this post,[],[]
4/6/2018,5.0,I'm a manic/depressive 2Report this post,"['Depressive Disorder', 'Major Depressive Disorder', 'Treatment Resistant Major Depressive Disorder']","[0.5934428095328715, 0.4911915400681026, 0.34524592125232995]"
4/6/2018,5.0,I'm a manic/depressive 2Report this post,"['Depressive Disorder', 'Major Depressive Disorder', 'Treatment Resistant Major Depressive Disorder']","[0.5934428095328715, 0.4911915400681026, 0.34524592125232995]"
3/13/2018,1.0,Not cool ussa!!!! I wish i could just a little hint what this is made with!!!! Twist it around make this like a highly additive drug!!!! I wonder who will find the right person or a manufacturer of a substance to figure this one out not cool america!!!!!11Report this post,['Substance Abuse'],[0.16125875350836538]
3/13/2018,1.0,Not cool ussa!!!! I wish i could just a little hint what this is made with!!!! Twist it around make this like a highly additive drug!!!! I wonder who will find the right person or a manufacturer of a substance to figure this one out not cool america!!!!!11Report this post,['Substance Abuse'],[0.16125875350836538]
2/1/2018,5.0,I started by taking 10 mg once a day. Within 4 days I noticed a remarkable difference in my depression. For the first time I felt like going out and felt full of energy. Since I started taking anti depressants over 30 years ago this medication has made the biggest difference in my life. I started taking in without any promises and was amazed with the results. I would recommend it to someone suffering from depression where their anti depressant alone does not have a complete change in their state...  of mind.   Read More Read Less  5810Report this post,"['Geriatric Depression', 'Depression', 'Postpartum Depression']","[0.14712635745758376, 0.14712635745758376, 0.14712635745758376]"
2/1/2018,5.0,I started by taking 10 mg once a day. Within 4 days I noticed a remarkable difference in my depression. For the first time I felt like going out and felt full of energy. Since I started taking anti depressants over 30 years ago this medication has made the biggest difference in my life. I started taking in without any promises and was amazed with the results. I would recommend it to someone suffering from depression where their anti depressant alone does not have a complete change in their state...  of mind.   Read More Read Less  5810Report this post,"['Geriatric Depression', 'Depression', 'Postpartum Depression']","[0.14712635745758376, 0.14712635745758376, 0.14712635745758376]"
1/12/2018,2.3,"I take Abilify at night with Lithium (which I take twice a day).  I take both Lithium and Abilify for Bipolar depression.  NOT EASY!  When I was first taking Abilify 5mg, after about a week things started to seem alright, then everything gradually went down hill and I experienced my bits of anger and paranoia frequently.  Doctor then increased my Abilify to 10mg and boy, this is one hell of a drug.  I'm restless, gaining weight and insomnia is setting in.  They say it takes several weeks for the...  full effects of Abilify to kick in..i guess we'll see.   Read More Read Less  1Report this post",['Bipolar Depression'],[0.117139462441109]
1/12/2018,2.3,"I take Abilify at night with Lithium (which I take twice a day).  I take both Lithium and Abilify for Bipolar depression.  NOT EASY!  When I was first taking Abilify 5mg, after about a week things started to seem alright, then everything gradually went down hill and I experienced my bits of anger and paranoia frequently.  Doctor then increased my Abilify to 10mg and boy, this is one hell of a drug.  I'm restless, gaining weight and insomnia is setting in.  They say it takes several weeks for the...  full effects of Abilify to kick in..i guess we'll see.   Read More Read Less  1Report this post",['Bipolar Depression'],[0.117139462441109]
11/22/2017,2.3,"I am taking this drug for paranoia and originally was given a dosage of 5 mg. I developed severe anxiety and hyperactivity so my dosage has been decreased to 2.5 mg. I feel edgy all of the time and am forever tired; could sleep all day. I guess it depends on a person's body chemistry, but this isn't working for me. 3Report this post","['Attention Deficit-Hyperactivity', 'Attention Deficit Hyperactivity Disorder']","[0.1426223267436525, 0.13572871064170247]"
11/22/2017,2.3,"I am taking this drug for paranoia and originally was given a dosage of 5 mg. I developed severe anxiety and hyperactivity so my dosage has been decreased to 2.5 mg. I feel edgy all of the time and am forever tired; could sleep all day. I guess it depends on a person's body chemistry, but this isn't working for me. 3Report this post","['Attention Deficit-Hyperactivity', 'Attention Deficit Hyperactivity Disorder']","[0.1426223267436525, 0.13572871064170247]"
11/8/2017,4.7,1Report this post,[],[]
11/8/2017,4.7,1Report this post,[],[]
11/4/2017,5.0,Since i started taking Abilify i feel great...          2Report this post,[],[]
11/4/2017,5.0,Since i started taking Abilify i feel great...          2Report this post,[],[]
10/30/2017,4.7,"I've been on Abilify for over two years now and I've had very good experiences with it.  It has helped manage my mania that is caused by my depression and bipolar disorder.  I had to be off of it for several months due to switching jobs and not having insurance right away (the price without insurance is nearly $1000 a month) and there were two main things I noticed.  A. When you stop taking it, after several days you will experience a bit of withdrawal.  It was mostly just some shaking with my h... ands, nothing horrible. B. My mania came back after a couple of weeks and those several months without it were horrible.  Read More Read Less  3Report this post","['Bipolar Disorder Mania', 'Mania', 'Bipolar Disorder']","[0.2845538978466162, 0.2701884934808774, 0.12917269610008764]"
10/30/2017,4.7,"I've been on Abilify for over two years now and I've had very good experiences with it.  It has helped manage my mania that is caused by my depression and bipolar disorder.  I had to be off of it for several months due to switching jobs and not having insurance right away (the price without insurance is nearly $1000 a month) and there were two main things I noticed.  A. When you stop taking it, after several days you will experience a bit of withdrawal.  It was mostly just some shaking with my h... ands, nothing horrible. B. My mania came back after a couple of weeks and those several months without it were horrible.  Read More Read Less  3Report this post","['Bipolar Disorder Mania', 'Mania', 'Bipolar Disorder']","[0.2845538978466162, 0.2701884934808774, 0.12917269610008764]"
10/24/2017,3.3,Works great but the weight gain has been too much. Looking to get a new medication.2Report this post,['Antipsychotics Weight Gain'],[0.20271439676780367]
10/24/2017,3.3,Works great but the weight gain has been too much. Looking to get a new medication.2Report this post,['Antipsychotics Weight Gain'],[0.20271439676780367]
10/15/2017,2.0,Terrible made me clench my teeth and rock back & forth. Two yrs later I still do it. Terrible side effects for me. not recommended by me.2311Report this post,[],[]
10/15/2017,2.0,Terrible made me clench my teeth and rock back & forth. Two yrs later I still do it. Terrible side effects for me. not recommended by me.2311Report this post,[],[]
10/2/2017,5.0,1Report this post,[],[]
10/2/2017,5.0,1Report this post,[],[]
10/2/2017,1.7,I was put on abilify for depression along with Lexapro.  At first there was no side affects.  Then after about 2 years I gained about 90 pounds.  Also my right hand began to shake.  But the worst thing was not being able to control my bowel movements.  The thing is I did not realize it was the abilify causing these problems.  The way I figured out the cause was I ran out of abilify and was off it for about a week.  I started regaining control of my bowels (this is one thing they don't list as a ... side affect).  That had to be the most embarrassing period of my life.  Since I quit taking the drug I lost 80 pounds and my hand stopped shaking.  But best of all I have control of my bowels.  They say the drug has different affects on people but it's not the drug for me.  To those that it helped I say hurrah but I've read more negative comments than positive.  Read More Read Less  4211Report this post,[],[]
10/2/2017,1.7,I was put on abilify for depression along with Lexapro.  At first there was no side affects.  Then after about 2 years I gained about 90 pounds.  Also my right hand began to shake.  But the worst thing was not being able to control my bowel movements.  The thing is I did not realize it was the abilify causing these problems.  The way I figured out the cause was I ran out of abilify and was off it for about a week.  I started regaining control of my bowels (this is one thing they don't list as a ... side affect).  That had to be the most embarrassing period of my life.  Since I quit taking the drug I lost 80 pounds and my hand stopped shaking.  But best of all I have control of my bowels.  They say the drug has different affects on people but it's not the drug for me.  To those that it helped I say hurrah but I've read more negative comments than positive.  Read More Read Less  4211Report this post,[],[]
8/22/2017,5.0,"I have been taking this medication going on 12 years and have had success in managing my bipolar I symptoms. I am on a dosage of 5 mg, once daily and it has been beneficial for my maintenance of the disorder. I weaned off for 4 months 5 years ago and saw a tremendous return in symptoms and until I returned to this medication and dosage in addition to my 300mg of Wellbutrin XL, my symptoms have gone away and my mind functions so much better now. No more hallucinations, paranoia, delusions, ideas ... of reference, etc. I am very pleased with the prescription of this medication along with the Wellbutrin XL.   Read More Read Less  1Report this post","['Behavioral Symptoms', 'Bipolar Disorder', 'Bipolar I Disorder']","[0.17595908111119327, 0.1260504828462819, 0.1260504828462819]"
8/22/2017,5.0,"I have been taking this medication going on 12 years and have had success in managing my bipolar I symptoms. I am on a dosage of 5 mg, once daily and it has been beneficial for my maintenance of the disorder. I weaned off for 4 months 5 years ago and saw a tremendous return in symptoms and until I returned to this medication and dosage in addition to my 300mg of Wellbutrin XL, my symptoms have gone away and my mind functions so much better now. No more hallucinations, paranoia, delusions, ideas ... of reference, etc. I am very pleased with the prescription of this medication along with the Wellbutrin XL.   Read More Read Less  1Report this post","['Behavioral Symptoms', 'Bipolar Disorder', 'Bipolar I Disorder']","[0.17595908111119327, 0.1260504828462819, 0.1260504828462819]"
8/5/2017,4.3,I am gaining weight and this is not what I need right now.  The med. has helped me in one way but gaining weight is an issue.3Report this post,"['Body Weight Change', 'Antipsychotics Weight Gain']","[0.1215244458387287, 0.11854419442093032]"
8/5/2017,4.3,I am gaining weight and this is not what I need right now.  The med. has helped me in one way but gaining weight is an issue.3Report this post,"['Body Weight Change', 'Antipsychotics Weight Gain']","[0.1215244458387287, 0.11854419442093032]"
7/31/2017,2.3,I was taking 5mg and I now have tremors in my hands and severe dizziness when my eyes are closed. I am looking for a replacement med.103Report this post,[],[]
7/31/2017,2.3,I was taking 5mg and I now have tremors in my hands and severe dizziness when my eyes are closed. I am looking for a replacement med.103Report this post,[],[]
7/22/2017,5.0,"I have suffered with chronic depression for most of my life. I have tried almost every antidepressant out there with varying degrees of success. I currently take 90 mgs of Cymbalta every day. While it is somewhat effective for me I still suffered greatly from nagging depression. It wasn't until my psychiatrist added Abilify that I experienced almost complete relief of my depression. Within two weeks I was feeling better than I have in many years. The feelings of sadness are gone and I wake up fe... eling ready to face the day. It has helped me tremendously. For me, this drug has worked miracles I never thought possible.   Read More Read Less  9213Report this post","['Depression', 'Geriatric Depression', 'Postpartum Depression']","[0.19647470996666075, 0.19647470996666075, 0.19647470996666075]"
7/22/2017,5.0,"I have suffered with chronic depression for most of my life. I have tried almost every antidepressant out there with varying degrees of success. I currently take 90 mgs of Cymbalta every day. While it is somewhat effective for me I still suffered greatly from nagging depression. It wasn't until my psychiatrist added Abilify that I experienced almost complete relief of my depression. Within two weeks I was feeling better than I have in many years. The feelings of sadness are gone and I wake up fe... eling ready to face the day. It has helped me tremendously. For me, this drug has worked miracles I never thought possible.   Read More Read Less  9213Report this post","['Depression', 'Geriatric Depression', 'Postpartum Depression']","[0.19647470996666075, 0.19647470996666075, 0.19647470996666075]"
7/9/2017,5.0,1Report this post,[],[]
7/9/2017,5.0,1Report this post,[],[]
6/22/2017,5.0,This medication (as an add on to Citalopram) makes me want to get up early every day and be productive.  I feel happier than I ever thought possible with the addition of this med (having dealt with minor chronic depression for most of my adult life).664Report this post,"['Chronic Motor or Vocal Tic Disorder', 'Postpartum Depression', 'Depression']","[0.11252618530191426, 0.11104352514729338, 0.11104352514729338]"
6/22/2017,5.0,This medication (as an add on to Citalopram) makes me want to get up early every day and be productive.  I feel happier than I ever thought possible with the addition of this med (having dealt with minor chronic depression for most of my adult life).664Report this post,"['Chronic Motor or Vocal Tic Disorder', 'Postpartum Depression', 'Depression']","[0.11252618530191426, 0.11104352514729338, 0.11104352514729338]"
6/12/2017,4.3,Other than a huge increase in my weight I swear by Abilify! Has anyone had success with losing weight gained while continuing treatment with Abilify?1Report this post,"['Treatment-Refractory Depression', 'Treatment Resistant Depression', 'Treatment Resistant Major Depressive Disorder']","[0.23774948463766435, 0.1583491893416884, 0.11852059278013764]"
6/12/2017,4.3,Other than a huge increase in my weight I swear by Abilify! Has anyone had success with losing weight gained while continuing treatment with Abilify?1Report this post,"['Treatment-Refractory Depression', 'Treatment Resistant Depression', 'Treatment Resistant Major Depressive Disorder']","[0.23774948463766435, 0.1583491893416884, 0.11852059278013764]"
5/27/2017,1.7,"My son developed prediabetes with this medication. I am now weaning him off of it. Please be careful taking this drug, especially if you are diabetic. 1Report this post",[],[]
5/27/2017,1.7,"My son developed prediabetes with this medication. I am now weaning him off of it. Please be careful taking this drug, especially if you are diabetic. 1Report this post",[],[]
5/16/2017,1.3,I was 220 by the time i was 10  I was on it for ADHD didn't help1Report this post,['ADHD'],[0.7102274694234739]
5/16/2017,1.3,I was 220 by the time i was 10  I was on it for ADHD didn't help1Report this post,['ADHD'],[0.7102274694234739]
5/6/2017,5.0,"When first prescribed Abilify, took in the mornings and was very tired and sleepy. Haven't been that way since taking it at nights. Abilify seems to works for me. 7Report this post",[],[]
5/6/2017,5.0,"When first prescribed Abilify, took in the mornings and was very tired and sleepy. Haven't been that way since taking it at nights. Abilify seems to works for me. 7Report this post",[],[]
3/19/2017,5.0,"I used to be extremely impatient, irritable and had frequent anger bursts.  After I started Abilify 5mg together with Bupropion 300mg I radically changed. Now I am extremely patient, but I miss my old self as a go-getter. Anyway my family is thankful I am under treatment so I can manage my life more wisely.455Report this post","['Irritable Mood', 'Treatment-Refractory Depression']","[0.1691152552195396, 0.1439176956192685]"
3/19/2017,5.0,"I used to be extremely impatient, irritable and had frequent anger bursts.  After I started Abilify 5mg together with Bupropion 300mg I radically changed. Now I am extremely patient, but I miss my old self as a go-getter. Anyway my family is thankful I am under treatment so I can manage my life more wisely.455Report this post","['Irritable Mood', 'Treatment-Refractory Depression']","[0.1691152552195396, 0.1439176956192685]"
3/9/2017,5.0,adding this to my treatment helped me greatly.255Report this post,"['Treatment-Refractory Depression', 'Treatment Resistant Depression', 'Treatment Resistant Major Depressive Disorder']","[0.40039751060927564, 0.26667826984372195, 0.19960232669873434]"
3/9/2017,5.0,adding this to my treatment helped me greatly.255Report this post,"['Treatment-Refractory Depression', 'Treatment Resistant Depression', 'Treatment Resistant Major Depressive Disorder']","[0.40039751060927564, 0.26667826984372195, 0.19960232669873434]"
3/8/2017,2.0,Stay tired all the time. Drool. 154Report this post,[],[]
3/8/2017,2.0,Stay tired all the time. Drool. 154Report this post,[],[]
2/14/2017,1.0,"this medication made me feel nothing, I was completely disconnected from reality.  It almost made me robot-like.  1Report this post",[],[]
2/14/2017,1.0,"this medication made me feel nothing, I was completely disconnected from reality.  It almost made me robot-like.  1Report this post",[],[]
1/30/2017,1.0,"When I took the medication, after a few months, I turned bright red like a pickled beet and I had a heart rate of about 200.  Overall, it almost killed me.173Report this post",[],[]
1/30/2017,1.0,"When I took the medication, after a few months, I turned bright red like a pickled beet and I had a heart rate of about 200.  Overall, it almost killed me.173Report this post",[],[]
1/29/2017,4.3,Lifesaver for me.121Report this post,[],[]
1/29/2017,4.3,Lifesaver for me.121Report this post,[],[]
1/18/2017,4.0,It is effective but I have gained weight with it and want to get off of it.173Report this post,"['Body Weight Change', 'Antipsychotics Weight Gain']","[0.12263402691352089, 0.11962656425811112]"
1/18/2017,4.0,It is effective but I have gained weight with it and want to get off of it.173Report this post,"['Body Weight Change', 'Antipsychotics Weight Gain']","[0.12263402691352089, 0.11962656425811112]"
12/24/2016,4.3,"Current Rating: 1  Comment:  Worked well, quelled my racing thoughts, settled me down, and improved my depression. Bi-Polar II disorder, have been on 200 mg of Lamotrigine for 5 years and Abilify was prescribed to h... elp improve depression, enable me to try and improve only 4 hours of sleep at night, here comes the major part - BUT... Developed a compulsive gambling disorder! This med has ruined me financially! Then saw tv ads specifically stating compulsive disorders (specifically sexual and gambling) and have also talked with an attorney. Google ""Abilify and gambling"" and you'll find that Australia, Canada and England all have class action law suits in different stages. Canada and Australia have made the drug two manufacturing companies comply with ""listing on their labels and med info sheets that taking this med may lead to specifically a ""gambling"" addiction! Started at 2mg initial dosage, after about 3 months, went to 7.5mg, then at about 9 months went to 10mg. The increase made it impossible for me to control the compulsion I had to gamble! In process of documenting and will go to the 5 different casinos where I became a member and get my records of my losses, easily $1,000 a week. Wiped out 4 years of social security savings, total is over $60,000 in 1 1/2 years while on this med. Stopped taking the Abilify 3 months ago and now my uncontrolable gambling ""compulsion"" is gone. Was never addicted and rarely went to a casino prior to taking this medication!    ::::Anyways what that sounds like to me is you should of actually be treated also for OCD as well something like that doesn't just develop from taken a pill somewhere in your conscious you had to of already had that compulsion.  Read More Read Less  2Report this post",[],[]
12/24/2016,4.3,"Current Rating: 1  Comment:  Worked well, quelled my racing thoughts, settled me down, and improved my depression. Bi-Polar II disorder, have been on 200 mg of Lamotrigine for 5 years and Abilify was prescribed to h... elp improve depression, enable me to try and improve only 4 hours of sleep at night, here comes the major part - BUT... Developed a compulsive gambling disorder! This med has ruined me financially! Then saw tv ads specifically stating compulsive disorders (specifically sexual and gambling) and have also talked with an attorney. Google ""Abilify and gambling"" and you'll find that Australia, Canada and England all have class action law suits in different stages. Canada and Australia have made the drug two manufacturing companies comply with ""listing on their labels and med info sheets that taking this med may lead to specifically a ""gambling"" addiction! Started at 2mg initial dosage, after about 3 months, went to 7.5mg, then at about 9 months went to 10mg. The increase made it impossible for me to control the compulsion I had to gamble! In process of documenting and will go to the 5 different casinos where I became a member and get my records of my losses, easily $1,000 a week. Wiped out 4 years of social security savings, total is over $60,000 in 1 1/2 years while on this med. Stopped taking the Abilify 3 months ago and now my uncontrolable gambling ""compulsion"" is gone. Was never addicted and rarely went to a casino prior to taking this medication!    ::::Anyways what that sounds like to me is you should of actually be treated also for OCD as well something like that doesn't just develop from taken a pill somewhere in your conscious you had to of already had that compulsion.  Read More Read Less  2Report this post",[],[]
12/4/2016,3.0,test12Report this post,[],[]
12/4/2016,3.0,test12Report this post,[],[]
11/20/2016,1.0,"It caused ocd and I tried every add on medicine for ocd, it just kept getting worse11Report this post",[],[]
11/20/2016,1.0,"It caused ocd and I tried every add on medicine for ocd, it just kept getting worse11Report this post",[],[]
11/17/2016,3.0,just started taking this.how long does it take to notice changes and does it really work?126Report this post,['Long-Acting Injection'],[0.18144198596048375]
11/17/2016,3.0,just started taking this.how long does it take to notice changes and does it really work?126Report this post,['Long-Acting Injection'],[0.18144198596048375]
11/2/2016,2.0,"Worked well, quelled my racing thoughts, settled me down, and improved my depression.  Bi-Polar II disorder, have been on 200 mg of Lamotrigine for 5 years and Abilify was prescribed to help improve depression, enable me to try and improve only 4 hours of sleep at night, here comes the major part - BUT...    Developed a compulsive gambling disorder!  This med has ruined me financially!  Then saw tv ads specifically stating compulsive disorders (specifically sexual and gambling) and have also tal... ked with an attorney.     Google ""Abilify and gambling"" and you'll find that Australia, Canada and England all have class action law suits in different stages.    Canada and Australia have made the drug two manufacturing companies comply with ""listing on their labels and med info sheets that taking this med may lead to specifically a ""gambling"" addiction!    Started at 2mg initial dosage, after about 3 months, went to 7.5mg, then at about 9 months went to 10mg.  The increase made it impossible for me to control the compulsion I had to gamble!    In process of documenting and will go to the 5 different casinos where I became a member and get my records of my losses, easily $1,000 a week.    Wiped out 4 years of social security savings, total is over $60,000 in 1 1/2 years while on this med.    Stopped taking the Abilify 3 months ago and now my uncontrolable gambling ""compulsion"" is gone.  Was never addicted and rarely went to a casino prior to taking this medication!    Read More Read Less  396Report this post",['Social Anxiety Disorder'],[0.10301099229103113]
11/2/2016,2.0,"Worked well, quelled my racing thoughts, settled me down, and improved my depression.  Bi-Polar II disorder, have been on 200 mg of Lamotrigine for 5 years and Abilify was prescribed to help improve depression, enable me to try and improve only 4 hours of sleep at night, here comes the major part - BUT...    Developed a compulsive gambling disorder!  This med has ruined me financially!  Then saw tv ads specifically stating compulsive disorders (specifically sexual and gambling) and have also tal... ked with an attorney.     Google ""Abilify and gambling"" and you'll find that Australia, Canada and England all have class action law suits in different stages.    Canada and Australia have made the drug two manufacturing companies comply with ""listing on their labels and med info sheets that taking this med may lead to specifically a ""gambling"" addiction!    Started at 2mg initial dosage, after about 3 months, went to 7.5mg, then at about 9 months went to 10mg.  The increase made it impossible for me to control the compulsion I had to gamble!    In process of documenting and will go to the 5 different casinos where I became a member and get my records of my losses, easily $1,000 a week.    Wiped out 4 years of social security savings, total is over $60,000 in 1 1/2 years while on this med.    Stopped taking the Abilify 3 months ago and now my uncontrolable gambling ""compulsion"" is gone.  Was never addicted and rarely went to a casino prior to taking this medication!    Read More Read Less  396Report this post",['Social Anxiety Disorder'],[0.10301099229103113]
10/24/2016,5.0,gets me hot everytime3Report this post,[],[]
10/24/2016,5.0,gets me hot everytime3Report this post,[],[]
10/14/2016,2.3,"This med is over priced and does not work , I gained 40mg in two months and that is with diet and exercise.1Report this post",[],[]
10/14/2016,2.3,"This med is over priced and does not work , I gained 40mg in two months and that is with diet and exercise.1Report this post",[],[]
9/11/2016,5.0,Tried Every other medication and Nothing worked. Finally found Abilify and I am feeling great after 3 weeks. Very good medication. I take 10 mg a day once a day. Saved my Life!!!271Report this post,['Medication Adherence'],[0.10535890312868379]
9/11/2016,5.0,Tried Every other medication and Nothing worked. Finally found Abilify and I am feeling great after 3 weeks. Very good medication. I take 10 mg a day once a day. Saved my Life!!!271Report this post,['Medication Adherence'],[0.10535890312868379]
8/16/2016,5.0,My name is Gay George from San Diego.I live with my mom and boyfriend. I am 35 years old. Abilify helped me live a wonderful life.3Report this post,[],[]
8/16/2016,5.0,My name is Gay George from San Diego.I live with my mom and boyfriend. I am 35 years old. Abilify helped me live a wonderful life.3Report this post,[],[]
8/14/2016,2.3,"Initially, the ablify helped me dramatically. I have chronic major depression and Abilify was an addi med with an antidepressant. However after about one month, it lost its effectiveness. I have also gained 20  lbs. 182Report this post","['Major Depression', 'Major', 'Chronic Motor or Vocal Tic Disorder']","[0.2406141962109313, 0.20718818132977537, 0.1239783507205728]"
8/14/2016,2.3,"Initially, the ablify helped me dramatically. I have chronic major depression and Abilify was an addi med with an antidepressant. However after about one month, it lost its effectiveness. I have also gained 20  lbs. 182Report this post","['Major Depression', 'Major', 'Chronic Motor or Vocal Tic Disorder']","[0.2406141962109313, 0.20718818132977537, 0.1239783507205728]"
8/12/2016,4.0,1Report this post,[],[]
8/12/2016,4.0,1Report this post,[],[]
7/25/2016,4.0,"I realized how much Abilify has been helping me when I recently tried to taper off of it. I am on the bipolar spectrum, with mainly depression and some OCD symptoms. My obsessive, intrusive thoughts came racing back when I decreased the medication. I also got much more tired and had insomnia with the decrease. am not happy with side effects of 15 lb weight gain, increased cholesterol and a flat effect on my emotions. I am actually wondering if an increase from the 7 mg would help even more...for...  now I'm living with the side effects.  Read More Read Less  133Report this post","['Autism Spectrum Disorder', 'Bipolar Depression', 'Bipolar I']","[0.13741362939792234, 0.12835784354139643, 0.10455814003709629]"
7/25/2016,4.0,"I realized how much Abilify has been helping me when I recently tried to taper off of it. I am on the bipolar spectrum, with mainly depression and some OCD symptoms. My obsessive, intrusive thoughts came racing back when I decreased the medication. I also got much more tired and had insomnia with the decrease. am not happy with side effects of 15 lb weight gain, increased cholesterol and a flat effect on my emotions. I am actually wondering if an increase from the 7 mg would help even more...for...  now I'm living with the side effects.  Read More Read Less  133Report this post","['Autism Spectrum Disorder', 'Bipolar Depression', 'Bipolar I']","[0.13741362939792234, 0.12835784354139643, 0.10455814003709629]"
6/16/2016,4.3,It's worked Very well for me. I'm sleeping I'm eating I'm going Out in the public. Overall I'm very satisfied.However I haven't heard anybody mention this but my feet are very puffy and swollen is this a side effect does anyone know?175Report this post,['Eating Disorders'],[0.14801526856656738]
6/16/2016,4.3,It's worked Very well for me. I'm sleeping I'm eating I'm going Out in the public. Overall I'm very satisfied.However I haven't heard anybody mention this but my feet are very puffy and swollen is this a side effect does anyone know?175Report this post,['Eating Disorders'],[0.14801526856656738]
6/15/2016,5.0,"I was recently hospitalized with an eye opening experience with Major Depression Disorder. I was scripted 100mgs of Zoloft, and in addition I was given the start dose of 2mgs of Abilify to ""help speed relief along"". Every person is different, however the Abilify has been extremely beneficial for me. My situations have not necessarily changed, but I am coping well, and feel heads and tails better than I have in decades, both as a medicated person with major depression, and an non medicated person...  struggling with depression. I am grateful for Abilify.    Read More Read Less  272Report this post","['Major Depression', 'Major', 'Geriatric Depression']","[0.2750856637942489, 0.20975571911480995, 0.1857913927723143]"
6/15/2016,5.0,"I was recently hospitalized with an eye opening experience with Major Depression Disorder. I was scripted 100mgs of Zoloft, and in addition I was given the start dose of 2mgs of Abilify to ""help speed relief along"". Every person is different, however the Abilify has been extremely beneficial for me. My situations have not necessarily changed, but I am coping well, and feel heads and tails better than I have in decades, both as a medicated person with major depression, and an non medicated person...  struggling with depression. I am grateful for Abilify.    Read More Read Less  272Report this post","['Major Depression', 'Major', 'Geriatric Depression']","[0.2750856637942489, 0.20975571911480995, 0.1857913927723143]"
6/10/2016,1.0,"side effects of bloating, constipation,dizziness and fatigue, weight gain were awful. I looked and felt as though I were 7 mos pregnant. My abdomen was tight and painful. Frequent falls. Already fatigued, this worsened.151Report this post",[],[]
6/10/2016,1.0,"side effects of bloating, constipation,dizziness and fatigue, weight gain were awful. I looked and felt as though I were 7 mos pregnant. My abdomen was tight and painful. Frequent falls. Already fatigued, this worsened.151Report this post",[],[]
5/17/2016,1.0,I am forced to take it otherwise they will kill me and I am not paranoid.  I have never heard anyone recommend this drug or say it works.  It causes me to bleed excessively heavily and I am virtually crippled and housebound by it.  Which pleases those who coerce me into using it.1Report this post,[],[]
5/17/2016,1.0,I am forced to take it otherwise they will kill me and I am not paranoid.  I have never heard anyone recommend this drug or say it works.  It causes me to bleed excessively heavily and I am virtually crippled and housebound by it.  Which pleases those who coerce me into using it.1Report this post,[],[]
5/12/2016,2.3,I saw myself in the mirrow11Report this post,[],[]
5/12/2016,2.3,I saw myself in the mirrow11Report this post,[],[]
5/10/2016,1.0,"Helped me mentally... Destroyed me physically. I developed ""an irreversible muscle spasm"" in my eyes. Which used to be a side effect of this medication that they no longer mention. ?? Also, gained 80  pounds. Back to the depression due to weight gain and an inability to functionally see. 223Report this post","['Postpartum Depression', 'Depression', 'Geriatric Depression']","[0.10466696250937298, 0.10466696250937298, 0.10466696250937298]"
5/10/2016,1.0,"Helped me mentally... Destroyed me physically. I developed ""an irreversible muscle spasm"" in my eyes. Which used to be a side effect of this medication that they no longer mention. ?? Also, gained 80  pounds. Back to the depression due to weight gain and an inability to functionally see. 223Report this post","['Postpartum Depression', 'Depression', 'Geriatric Depression']","[0.10466696250937298, 0.10466696250937298, 0.10466696250937298]"
4/26/2016,2.3,"Although it worked to augment my antidepressant, it causes significant weight gain.  I could not control my eating, especially carbs.  My blood sugar and HA1C rose. If I didn't stop, I'd be a diabetic in no time.172Report this post","['Eating Disorders', 'Antipsychotics Weight Gain']","[0.14480044967012692, 0.10346504607926697]"
4/26/2016,2.3,"Although it worked to augment my antidepressant, it causes significant weight gain.  I could not control my eating, especially carbs.  My blood sugar and HA1C rose. If I didn't stop, I'd be a diabetic in no time.172Report this post","['Eating Disorders', 'Antipsychotics Weight Gain']","[0.14480044967012692, 0.10346504607926697]"
4/25/2016,1.0,My best friend like me was on this medication only difference is that my friend commited suicide due to this drug. Instead of helping with my friends high and lows it made my friend lose faith in people in life1Report this post,[],[]
4/25/2016,1.0,My best friend like me was on this medication only difference is that my friend commited suicide due to this drug. Instead of helping with my friends high and lows it made my friend lose faith in people in life1Report this post,[],[]
4/17/2016,4.0,This drug changed my life... Helped me so much! I must say I do not know where I would be without it...  42Report this post,[],[]
4/17/2016,4.0,This drug changed my life... Helped me so much! I must say I do not know where I would be without it...  42Report this post,[],[]
4/4/2016,2.0,"Unfortunately it caused a gambling addiction problem, unable to focus, hypersexuality and shopping addiction be aware this is a known side effect but not put on the label.11Report this post",[],[]
4/4/2016,2.0,"Unfortunately it caused a gambling addiction problem, unable to focus, hypersexuality and shopping addiction be aware this is a known side effect but not put on the label.11Report this post",[],[]
4/4/2016,2.0,"Worked well for a month , then I developed severe ocd, I can't say this med caused this.I lost interest in my normal actives.After switching to a difference medicine , I am doing better.2Report this post",[],[]
4/4/2016,2.0,"Worked well for a month , then I developed severe ocd, I can't say this med caused this.I lost interest in my normal actives.After switching to a difference medicine , I am doing better.2Report this post",[],[]
3/12/2016,4.3,gfghfh58Report this post,[],[]
3/12/2016,4.3,gfghfh58Report this post,[],[]
3/12/2016,5.0,Started at the smallest dose a few days ago and started noticing the difference. My fear of leaving the house and going to work eased up in a few days. I sweat a lot and can't sleep but hope these go away soon. Totally worth it compared to the life I have had for the past 7 years!271Report this post,[],[]
